"","A","Y","C"
"1",-0.407784841260434,-1.20926624506544,0
"2",0.136224354341653,-0.243852333169764,1
"3",0.134278880204003,0.503777601692353,1
"4",-1.18813036231856,0.102985637589366,0
"5",-2.0227969314461,-0.059717793638886,0
"6",-0.190556571620339,0.60782281870947,1
"7",-0.811148343308763,-0.784477469286203,0
"8",-1.74749182732284,0.22945603689939,0
"9",0.333704460436764,1.01029617243692,1
"10",0.67779664170558,-0.47442571848566,1
"11",0.914881978759083,-0.723414272534641,1
"12",-0.712526832560767,-0.331080097328269,1
"13",1.12039046487622,1.71721749680838,1
"14",0.0145548808553621,-1.25232671124834,0
"15",-0.47641163873039,1.49649670313391,1
"16",0.0689348822185933,-0.0903979130863576,1
"17",0.0355568959251669,0.269021704700437,1
"18",-1.194105818382,1.46161901685149,0
"19",0.231313313177514,-1.25423469936647,0
"20",1.44578274908931,-0.193606083994148,1
"21",0.0621596922182392,-0.565196016538188,0
"22",-0.803348326814152,-0.579120958533437,0
"23",-0.155780438956927,-1.34295024978017,0
"24",0.149322261530969,0.323688083553538,1
"25",0.254380445618529,0.47055913192425,1
"26",0.547097219608562,0.0434331430262822,1
"27",-1.10087570882759,0.787036019528487,1
"28",-2.0677128633188,0.229993044354643,0
"29",1.73927394189513,0.611664334856609,1
"30",-1.01621235054792,1.09260747000257,1
"31",1.88858498697415,0.612460162502675,1
"32",-0.0104581258712036,0.184444036161071,1
"33",-0.845601873621622,0.717270139468859,1
"34",-1.99318178692707,-1.38712126942505,0
"35",0.479686806119284,-0.0852884843651025,0
"36",0.732689100632061,0.856254254507712,1
"37",-1.12679857693026,1.05297593268924,1
"38",-2.08757931106646,-1.44330664755305,0
"39",1.38771790534633,-0.755874328849157,1
"40",-0.756266223154502,0.225038754929818,0
"41",1.13503991749506,-0.347963058070416,1
"42",-0.254319374136078,0.350425049052743,0
"43",-0.642548030268722,0.806061215304546,1
"44",1.04338309365264,-0.101272386082415,1
"45",-0.965380404127113,0.652178646154449,1
"46",-0.677210793829866,0.67530221820377,1
"47",0.0544904077673547,-1.793324798693,0
"48",2.06088759996813,1.06317529102791,1
"49",1.94207243238531,-0.123147646736205,1
"50",1.05062558548685,-1.59729544684041,0
"51",0.952276064021476,1.60166809144643,1
"52",-0.723517192038997,-0.549330214646515,0
"53",-0.0088758311846489,-0.208711708364168,1
"54",0.0396457877867948,1.54930329829329,1
"55",2.87653771895235,0.610481096198995,1
"56",-0.316759372974832,0.577369225894886,1
"57",0.0714878352847359,0.886732851120441,1
"58",-0.153795662154043,-0.750519596986272,0
"59",-0.762249315959597,-0.962255712672353,0
"60",0.286444125763194,0.362656848176787,1
"61",-2.171266437464,-2.44109642210434,0
"62",-0.517201753624503,-0.651635824988156,0
"63",-0.151432499640628,-3.42180148232527,0
"64",1.49424267358294,-1.32095573940329,1
"65",-2.06123004545963,0.290299408063217,0
"66",0.213003335611991,-0.210666605804512,0
"67",-0.646136620234731,0.763919107010441,0
"68",0.807549578032123,2.44945848506768,1
"69",-0.0469422895467412,-1.7113438623972,0
"70",1.84944316240492,-1.74587445981777,1
"71",-0.587796200273247,0.19633681334106,0
"72",0.206716284957656,-0.209474676742528,0
"73",1.33611169317206,-0.265345306978295,1
"74",-0.36111121079893,-0.428508603051994,0
"75",-0.242014647671367,0.894671383045806,1
"76",-0.649452147664446,-1.28414039301149,0
"77",1.15290887152801,0.0327349490190806,1
"78",0.878526866744676,-1.23826349498941,1
"79",0.835604889890006,0.691475206625274,1
"80",-0.0311543309291269,0.310092165542785,1
"81",-0.245347834116728,0.181513348452167,0
"82",0.140867697303767,-0.23009602720804,0
"83",-2.225789093097,0.0116369317338355,0
"84",0.920582600002333,-0.397436906291882,0
"85",-0.0878941595079388,-0.640907065732454,0
"86",-0.0129190469324757,0.0265627069621573,1
"87",-1.5286979056654,0.645728028077076,0
"88",-0.733273019764997,0.21203999779293,1
"89",0.644054918290139,-0.356446608670559,1
"90",-1.08289014092542,-0.205291328847192,0
"91",0.372451755649684,1.1616376297865,1
"92",-0.282148673683838,-0.674907488260013,0
"93",0.191488975122003,1.62817116190014,1
"94",-1.5986335443908,0.279435728071812,0
"95",-1.47011334621984,0.434829492822701,0
"96",1.51822233902713,0.9962168785028,1
"97",-1.02841252054464,-0.562061561775086,0
"98",0.960381430492142,-1.69593311149266,0
"99",-0.540931282560321,1.61872373128039,1
"100",1.0314307883871,0.404680858989272,1
"101",0.866403308995034,0.619041865185829,1
"102",2.32655834280934,-0.692968650541396,1
"103",0.369003986263785,2.71541605369616,1
"104",-0.233943258298589,0.0810935525362087,0
"105",-0.727037523341105,1.38352267704591,1
"106",-0.633783193585154,0.678433892176995,1
"107",-1.31022033878011,0.474969951968955,0
"108",-0.832906347316035,-1.27458037695615,0
"109",-1.08418290405575,-1.02186098463958,0
"110",1.60702963153281,1.11255152668956,1
"111",-1.24635166098135,1.54723979686895,1
"112",-1.15687138359185,0.814559291649245,0
"113",-0.638664215293717,-0.606912464682088,0
"114",0.348596949736012,-0.587904614916168,1
"115",0.188557323831193,-0.0786479437676894,1
"116",-1.51790639889626,0.554688443502118,0
"117",-0.416814177146401,-0.298352641982847,0
"118",0.250458025291522,0.217083044120198,0
"119",-1.55867167687475,-0.723998628672372,0
"120",-0.168391302437789,-0.994922833193699,0
"121",0.655475612734975,1.14034655657272,1
"122",0.319473830967933,-1.65519562036715,0
"123",0.798726119894627,-0.698141426949787,1
"124",-1.20850378841349,1.09368770420374,0
"125",1.04432015407647,2.26332959094966,1
"126",-0.00428732143914635,0.283194426189499,1
"127",-0.223154205058966,0.011424008699107,1
"128",0.76124723163016,1.50131687916258,1
"129",-1.36839906245842,-0.0729670518466962,0
"130",-1.0220233044468,0.389159196507006,0
"131",-0.601568642981981,0.887299928946429,1
"132",-0.56530305748559,0.229434502315213,1
"133",-1.16498443202015,0.067096664009928,0
"134",2.41448254808818,0.077173348575023,1
