"","A","Y","C","L","U"
"1",-0.058597681782001,0.792354213001733,1,0,0
"2",-0.776488507528435,1.62505708193017,0,0,0
"3",0.577399839689201,0.83898225475205,0,0,0
"4",0.289681813997991,0.884022024546119,1,1,0
"5",-1.41212671206425,4.08346011457475,1,1,1
"6",-0.304999867013792,2.91901471240338,1,1,1
"7",-0.978988873582741,3.78930403864731,1,0,1
"8",-1.49633076994472,1.65800767534889,1,1,1
"9",0.28689266634754,0.493239500676178,1,1,0
"10",1.294468255008,2.90870141030863,1,1,1
"11",0.702154155724269,1.66553121851198,1,0,0
"12",0.343669703802504,3.29762068424334,1,1,1
"13",0.0820376308588739,-0.911475104069976,1,0,0
"14",-1.31969009872495,-0.758041717717578,1,0,0
"15",-0.552972838371016,0.717243694303206,1,0,0
"16",-0.285951582963261,2.91008223804371,1,1,1
"17",1.25994694820704,0.0116359345559406,1,1,0
"18",-0.673962759613264,5.56079750837853,1,1,1
"19",-0.313718734026049,0.265180659825791,1,0,0
"20",-0.00884046147423307,3.57312801322674,1,1,1
"21",-1.19128332848649,2.84019499702206,1,0,1
"22",2.13625375557746,2.96622541743929,1,1,1
"23",-0.740940708796266,4.76637531518361,1,1,1
"24",-0.262943115870974,0.552860612139361,1,1,0
"25",-0.480058296299459,-0.98698242272245,1,1,0
"26",-0.00710768695987021,3.25890335104838,1,1,1
"27",0.438221395754378,2.72493186796194,1,1,1
"28",0.746152954404454,1.12461043291395,1,1,0
"29",-1.15369893588085,-0.89899067395595,1,0,0
"30",0.306388416579126,3.88056427725526,1,1,1
"31",0.104394511574092,-0.289699293360949,1,1,0
"32",0.337626719137193,-0.52414314071972,0,0,0
"33",-0.277078160440131,0.530431991800249,1,1,0
"34",1.46568222902921,2.69341591025104,1,1,1
"35",-0.0957103500063942,2.82223164359145,1,1,1
"36",1.46942268694562,-1.08425443567352,1,1,0
"37",0.805675816704646,3.21041282120131,1,1,1
"38",0.941678362673631,4.8312170962042,1,1,1
"39",1.29797369817437,3.11243365063398,1,1,1
"40",0.709605771806887,3.76635506712068,1,1,1
"41",0.324047077446273,1.52963758074159,1,1,1
"42",-0.739379085766866,3.57694636235681,0,0,1
"43",1.92463352364636,2.21268829612237,1,1,1
"44",-0.463204193307303,0.992962197571179,1,1,0
"45",-1.0919486344934,0.989313510851316,1,0,0
"46",0.737966491016881,1.22295746114915,1,1,1
"47",0.520307214126689,3.70251274576715,1,1,1
"48",-0.27452698431132,2.99091356023994,1,1,1
"49",0.658991549730954,4.14958980681924,1,1,1
"50",-0.992560572108917,3.14228809036758,1,0,1
"51",-1.3928250087773,0.107352834358953,0,0,0
"52",2.01985178179827,4.95378594211964,1,1,1
"53",-0.109789024560831,3.46903441293707,1,1,1
"54",-0.177246886990185,-0.0759137681218209,0,0,0
"55",1.12892976693491,1.36776358936527,1,1,0
"56",0.372291584060411,3.17371871526306,1,1,1
"57",-0.896489923599859,-0.715812710163312,0,0,0
"58",-0.227550085287114,0.118199965324085,1,0,0
"59",0.94049446766278,-0.30108921091164,1,1,0
"60",1.33383138909994,0.524554742541122,1,1,1
"61",0.427063928153764,0.250319817222969,1,1,0
"62",-2.07997120343289,-0.622294803816302,0,0,0
"63",-0.20025652007198,3.19234752020595,1,1,1
"64",0.360452034651035,-0.109123681944154,1,1,0
"65",-0.0431400485787109,1.52109325476593,0,0,0
"66",1.55976308030523,3.17953962156378,1,1,0
"67",-1.35038807376736,2.98473281928597,0,0,1
"68",-0.591993149799718,1.49200076555446,1,1,1
"69",0.458709011105828,2.40966808807013,1,1,1
"70",0.882374138805506,-0.466733588334041,1,1,0
"71",-0.667436348439281,2.60571969512808,1,1,1
"72",0.928392119029673,-2.21054798857041,1,1,0
"73",-0.0931046539800264,5.61445085157269,1,1,1
"74",0.779042182040529,-0.793881248229107,1,1,0
"75",-0.881008163045163,0.584530132308054,1,0,0
"76",-0.456354030319682,-1.09714874367877,1,0,0
"77",-1.75411396918897,-0.234038565087721,1,0,0
"78",-0.0737540557761128,1.38502223764656,1,1,0
"79",-1.53980968416839,-1.97768872470896,0,0,0
"80",-0.311958263226482,-1.67085791765038,0,0,0
"81",0.457000738543742,1.30211410585458,1,1,0
"82",-1.27806230434498,0.214126669417785,0,0,0
"83",1.77593306780871,-0.964917472435754,1,1,0
