"","A","Y","C","L","U"
"1",-0.372877934085575,3.11663799870605,1,0,1
"2",-1.21753792846648,0.749422942523715,0,0,0
"3",1.92672641668667,1.18714085327637,1,0,0
"4",0.624069985407681,3.24266719560618,1,0,1
"5",-1.58040737152833,-0.552105070608616,0,0,0
"6",0.0956511047069313,0.402464500284074,0,0,0
"7",0.396810350650208,1.30510639326781,1,0,0
"8",0.404250827550693,-0.276025561143248,0,0,0
"9",1.31535893898368,1.71959125902687,1,0,1
"10",1.31932558027481,-0.645642474424522,1,0,0
"11",0.605210582644311,2.83735399846573,1,1,1
"12",1.07286070001291,0.98077290755886,1,0,0
"13",-0.0752777472063528,3.34060272673103,1,1,1
"14",0.732816278818022,0.795558208526822,1,0,0
"15",-1.28427107375743,3.49312389383781,1,1,1
"16",0.657709609960784,1.70829318712715,1,1,1
"17",-0.987545018841224,0.187106558968027,0,0,0
"18",-0.752139820825662,-0.690215815237533,0,1,0
"19",1.77344911856001,3.85497880815593,1,1,1
"20",-0.0722644932726877,2.38739875722389,0,0,1
"21",1.554726897977,2.08586205857346,1,1,1
"22",-1.20325623079304,1.65307609137854,1,1,1
"23",0.387453415847023,2.49234204090399,1,1,1
"24",-0.412940426765248,2.30265617209536,1,1,1
"25",0.946688925875703,2.70975480248147,1,1,1
"26",-1.45601995954652,1.23379944122508,0,0,0
"27",-0.0363622137573687,-1.53799196379636,1,1,0
"28",-0.272489493838932,2.4133002211599,0,1,1
"29",2.27991101093848,-0.181815389689193,1,0,0
"30",-0.345306805454018,0.670656975186678,0,0,0
"31",-1.11906765251491,3.25383532162807,0,0,1
"32",-1.79149338662703,1.74303775924776,0,0,0
"33",1.11387106136537,0.891010101412908,1,1,0
"34",-0.18728014980082,1.91147970255419,0,0,0
"35",0.624822335363831,3.93753766407624,1,1,1
"36",0.55262847290556,2.12705294805847,1,1,1
"37",-0.885123384134664,-0.260265276689071,0,0,0
"38",0.0370926964909041,-0.841418964764107,1,0,0
"39",0.978143565149465,1.37548374454544,1,0,0
"40",0.220920238369672,3.34665108213648,1,1,1
"41",-0.589768292868693,3.39492288737196,1,1,1
"42",0.639927091428177,-0.484410229937437,1,1,0
"43",-0.538444773464034,3.94517293077679,1,0,1
"44",-0.893153406846228,0.89357219168045,1,0,0
"45",-1.62719467181523,3.84733912969418,0,0,1
"46",1.56965051968287,0.831706921206785,1,1,1
"47",-0.370131763453178,0.889433944256157,0,0,0
"48",0.931815942528754,-1.28179962218788,1,0,0
"49",0.41475663953592,3.89013087882705,1,1,1
"50",1.42143260846016,0.541185922849837,1,0,0
"51",0.920104582084423,0.230622657664504,1,0,0
"52",2.01414533231678,2.43323096509344,1,0,0
"53",-0.950175908325337,4.11328994188669,1,1,1
"54",0.249844892975807,3.40859122538895,1,1,1
"55",-1.39087891482263,5.13350397377359,0,0,1
"56",-0.184821449955776,1.52523259904845,0,0,1
"57",-0.376912497067088,4.24460286259973,1,1,1
"58",-0.547257470959802,-0.619326292285667,0,0,0
"59",0.612406910411846,-0.056550787766352,1,0,0
"60",-0.286674863572446,0.569533876481454,0,0,0
"61",0.0414185923109798,2.81380829986806,1,1,1
"62",-0.0508098572929175,2.6265701591552,0,0,0
"63",-0.0493826123622572,-0.550629659273721,1,0,0
"64",1.55594085707876,1.60057287112402,1,1,1
"65",-2.16788290576165,-1.11511768951866,0,1,0
"66",0.163589762745263,3.80003720035742,0,1,1
"67",0.68448123615347,-0.471138844222449,1,0,0
"68",1.49199887321345,-1.0988069415606,1,0,0
"69",-0.834813021429218,-0.105325871393118,0,0,0
"70",0.526751828352303,0.461127566484488,1,0,0
"71",-0.850459961850233,-0.607314810840114,0,0,0
"72",-0.0515167436279977,-1.9155355918076,0,0,0
"73",1.6007866489163,1.70298630267331,1,1,0
"74",0.476275728950003,3.27375160720436,1,1,1
"75",0.32857771229576,-0.32227960627282,1,0,0
"76",0.410383357508302,-1.56728927882976,1,0,0
"77",-0.139316892766769,-0.850842710909555,0,0,0
"78",0.276321441250058,3.00642628834132,1,1,1
"79",-1.54237010884888,4.51010119310444,0,1,1
"80",-0.253684725875422,2.11887002715293,0,1,1
"81",0.436735525177755,-0.0236480951598042,1,1,0
"82",-1.26321765005472,1.9184709378264,0,1,1
"83",-0.426655926799448,-0.631123993437019,0,0,0
"84",1.16538741222311,0.230256987800513,1,0,0
"85",-0.516283814682451,5.43985360467065,1,1,1
"86",0.752100635829111,3.19267617514023,1,1,1
"87",0.356990186791409,0.445752394562621,1,1,0
"88",1.09791736721092,-1.19023488365568,1,0,0
"89",-2.40748125539176,2.71511850848782,0,1,1
"90",-1.07047472764569,0.959548594650104,0,0,0
"91",0.579225568561279,-1.8447078225541,1,0,0
"92",-0.793938797208911,2.57906104030806,0,1,1
"93",-0.739198037962215,4.55511082988695,1,1,1
"94",1.87756600881673,2.0593105724261,1,0,0
"95",-0.286922447081579,0.826138586302117,0,0,0
"96",-0.501915604371236,-0.115484351778022,0,0,0
"97",0.125099891622871,3.21445178602813,1,1,1
"98",-0.0232793065377947,1.89082153764188,1,1,1
"99",0.0860065607011376,-0.693326305333624,1,0,0
"100",1.77439301361856,-0.310454072757071,1,0,0
"101",-0.970005254767679,0.570256844297047,0,0,0
"102",0.0837358833661307,2.29037919650384,1,1,1
"103",-0.522737268620543,3.10149647432565,1,1,1
"104",-0.097458771358942,-0.24444395679756,1,0,0
"105",0.541979826409091,2.35950973303322,1,1,1
"106",2.11979789212201,3.44569354973631,1,1,1
"107",-0.692935455765651,2.87697279778345,1,1,1
"108",0.40465288095178,3.58834824518053,1,1,1
"109",-0.396204463760159,-1.03875739520063,1,1,0
"110",0.339213814843828,0.0846577358088675,1,0,0
"111",-0.621049126416348,1.61705952368404,1,1,0
"112",-0.511907543330746,3.33590592297533,1,1,1
"113",0.35824319062209,1.02839028786439,1,0,0
"114",-0.253521740431989,1.2174687064848,1,1,0
"115",-0.305178738778725,2.88183715291865,1,1,0
"116",1.52661911993285,3.5569167645316,1,1,1
"117",0.938432508548715,3.81049659612743,1,1,1
"118",0.31442505348053,2.80441415856369,1,0,1
"119",-1.09000177212257,0.325749901649522,0,0,0
"120",1.58305344913529,3.7057686405315,1,0,1
"121",-1.8818439890087,0.859396506373585,0,1,1
"122",0.552268212794307,3.77394031066829,1,1,1
"123",1.26191998931694,-0.451832464065279,1,0,0
"124",0.524915115958808,1.49935566258837,1,1,1
"125",1.61343148219544,0.504573617461562,1,0,0
"126",-1.46459440995858,1.72012340401374,0,0,1
"127",-1.61116109217391,3.13797747574262,0,1,1
"128",0.756735467725727,0.0630060048648471,0,0,0
"129",-0.256998486822819,-0.515187206210192,0,0,0
"130",-0.686226246540207,3.47846602883884,1,1,1
"131",-0.859008597097078,1.46327951232927,1,1,1
"132",-1.38392054462456,1.79494533776831,0,0,1
"133",-1.25164861086612,1.39532523703508,0,1,1
"134",-1.41699570952643,3.40840708468092,0,0,1
"135",-0.393389631888162,-0.889936321188982,0,1,0
"136",1.91194900046517,-1.81491053568302,1,0,0
"137",-0.269509595084876,4.85935947114678,0,0,1
"138",1.49419706732568,0.754106800352831,1,0,0
"139",-1.20371892189804,1.79952555611679,0,1,1
"140",-0.612048395453925,-0.824536085015682,0,0,0
"141",0.332440551304932,-1.20810502455705,1,0,0
"142",0.093241992324799,6.18846846119693,1,1,1
"143",0.398709923286274,2.0996425803169,1,1,1
"144",0.848880714032527,1.88309066817289,1,1,1
"145",-1.19418382298801,-0.507263325988317,0,0,0
"146",0.126013177774928,0.741853959240304,1,0,0
"147",0.695115016571679,0.797279096780083,1,1,0
"148",0.815118657297272,0.499005729272927,1,0,0
"149",-0.871039258890599,1.78422308574562,1,1,1
"150",-0.397115479621221,-0.410742525825951,1,1,0
"151",2.23309101109414,3.95171428970162,1,1,1
"152",0.439629221429328,2.53604440563151,1,1,1
"153",0.843640524658665,3.68639896416625,1,0,1
"154",-0.453763284716088,3.11580783725534,0,0,1
"155",0.687045833541531,3.47090314180408,1,1,1
"156",1.08643268060714,-0.504647444705905,1,0,0
"157",0.691506512031721,2.7637117502988,1,1,1
"158",0.0332631111241473,1.49963870687303,1,1,1
"159",-0.193635209651042,-0.116944667839107,0,0,0
"160",-0.0569418998932602,4.09520394495846,1,1,1
"161",-1.35949600349479,3.12872943209223,0,0,1
"162",0.680845591345683,0.450016064665443,1,0,0
"163",-0.674311440478031,1.41163581183209,1,1,1
"164",-0.0309914264670896,-0.918103773090394,1,0,0
"165",-1.15484174665103,4.69510231551746,1,1,1
"166",0.654224677427919,0.362016111010498,1,0,0
"167",-1.90259337712886,3.50925609407793,0,1,1
"168",-1.18400477573438,2.14523219140764,0,1,1
"169",1.14523819570772,0.0445061349559774,1,0,0
"170",-0.193468806722243,1.08199464889522,0,0,1
"171",0.33026178777349,0.367234007663931,1,0,0
"172",-0.49084701287401,0.302782297190162,1,1,0
"173",-0.0294064364403377,-2.4122514086265,1,0,0
"174",1.39740481576464,2.07993132480272,1,1,1
"175",0.81201431732239,-0.359159497450102,1,0,0
"176",1.18058005931538,2.28128936103754,1,1,1
"177",1.20790781217611,2.43685899326339,1,0,0
"178",-1.10032741049118,0.351148291066256,0,0,0
"179",1.16412666427224,4.79877775769743,1,0,1
"180",-0.566570271338262,-0.476984451046956,0,0,0
"181",0.144348654608415,1.26403593727491,1,1,1
"182",0.820145125886164,1.00966001434243,1,1,0
"183",-0.331613055619208,4.16606862255845,1,1,1
"184",1.38394430315294,2.16667655325637,1,1,1
"185",0.617951427577353,2.21305082242188,1,1,1
"186",-1.28826464540895,3.0957692630753,0,1,1
"187",0.837430482744999,0.242734263240917,1,1,0
"188",1.47017332850027,3.65672449543963,1,1,1
"189",0.153045722298751,1.94883108929792,1,1,1
"190",0.323185926766197,-0.581613122667658,1,0,0
"191",-1.330937454215,-0.226515523533927,1,1,0
"192",0.149704539417761,1.19620303003369,0,0,0
"193",0.382798062867152,3.81763339141206,1,1,1
