"","A","Y","C","L","U"
"1",0.18141979386564,4.47616323748871,1,1,1
"2",1.90318970047468,3.85391409945771,1,1,1
"3",-0.57806247249309,0.193612780313292,0,0,0
"4",5.21939802228582,-0.333587894977882,1,1,0
"5",-1.2319018349783,-0.502101457172074,0,0,0
"6",3.58246080265945,4.96076071263439,1,1,1
"7",-0.506355137122764,1.65295432913625,0,0,0
"8",4.25599653611457,-1.87192285495102,0,0,0
"9",-0.179726431098061,5.44858398213549,1,1,1
"10",0.530008890394213,1.49006037058749,0,0,0
"11",-0.893090379497502,0.189629189646699,0,0,0
"12",4.61958806171876,5.45784139127517,1,1,1
"13",-1.1889179297208,0.0412262899905062,0,0,0
"14",0.368135465637656,6.10874811391617,1,1,1
"15",5.15854984015121,4.43229027759292,1,1,1
"16",-0.175937711961109,-0.304462841072189,0,0,0
"17",4.09381661133492,0.0277925376085933,1,1,0
"18",6.34789150492515,4.01887128025913,1,1,1
"19",-0.447566829755877,4.76279152561261,1,1,1
"20",4.40762637663877,5.81588475313034,1,1,1
"21",0.189115240952717,1.48982800220451,0,0,0
"22",-0.659770399909129,5.41374608873165,1,1,1
"23",-1.34303414676082,5.24826530384413,1,1,1
"24",-0.758218805707609,3.43252400207943,1,1,1
"25",0.316698018473636,4.90367849429293,0,1,1
"26",4.92439582946168,7.03761752558419,1,1,1
"27",-0.478908853074281,4.44541485745721,1,1,1
"28",4.75081791868244,0.842589288965795,1,1,0
"29",4.84034219881992,4.70513815187042,1,1,1
"30",1.001945259678,2.32010059723734,0,0,0
"31",4.0059079520839,4.3810023677988,1,1,1
"32",-2.7438857913704,5.81891700915534,1,1,1
"33",4.36249468018198,4.5392680904495,0,1,1
"34",5.01437397764804,5.9885731004241,1,1,1
"35",0.339895804217415,-0.645014268775153,0,0,0
"36",0.912627206024354,5.96268127370864,0,0,1
"37",-0.0698669639119898,4.54558963125761,1,1,1
"38",5.00163169490457,-0.10871052343385,0,1,0
"39",6.23128656187587,4.09853581184409,1,1,1
"40",5.9994270106728,5.83210537732199,1,1,1
"41",-1.17394948865136,6.1037422501289,1,1,1
"42",4.7443473181812,1.06809882300176,1,1,0
"43",6.40596566123671,5.43748489877574,1,1,1
"44",6.79706226640827,4.53506704608208,1,1,1
"45",5.40584134398113,4.49041137955951,1,1,1
"46",-0.742565770154552,5.12941967656497,1,1,1
"47",0.247091122452436,4.52371171354392,1,1,1
"48",4.48458789351174,-1.19721639001215,1,1,0
"49",0.166420477139656,0.79840722962202,0,0,0
"50",3.67109955580289,4.31029254779812,1,1,1
"51",7.00208731410913,4.71336408912209,0,1,1
"52",6.07375801080037,0.60786055896161,1,1,0
"53",0.217082269512389,0.0643775648294192,0,0,0
"54",5.64182143421968,0.274071692134287,1,1,0
"55",3.81201616212936,3.97338918376975,1,1,1
"56",6.60996565723824,4.77870402502603,1,1,1
"57",0.876181325718236,5.14124538060202,1,1,1
"58",-0.739788575816626,3.88482099114189,1,1,1
"59",5.7314883198111,5.18534277937621,1,1,1
"60",3.73005461814924,6.9938588782586,1,1,1
"61",1.57185101489592,4.51432915340321,1,1,1
"62",5.73473854529289,-1.82535967392529,1,1,0
"63",-0.0165832762144316,4.02101253528681,1,1,1
"64",-0.0449849479805453,4.41602792885401,1,1,1
"65",4.56807671320604,-0.132425786501151,1,1,0
"66",1.61556908303506,0.678416343301042,0,0,0
"67",3.96279682897963,5.70313263820081,1,1,1
"68",4.03443022183543,4.37395993628051,1,1,1
"69",0.0578614471800118,6.07302194597549,1,1,1
"70",-0.673793729302047,0.675570081176848,0,0,0
"71",0.371283719858528,0.0410682458939093,0,0,0
"72",5.32841141268386,2.0181708325539,1,1,0
"73",3.87314552369514,-1.19236373468774,1,1,0
"74",5.29044494680712,5.19737421756502,0,1,1
"75",0.329740172267951,0.343262765465362,0,0,0
"76",1.70834405670214,5.93276622836356,1,1,1
"77",7.71380224846228,4.049297309889,1,1,1
"78",6.14637472878689,4.79543388948074,1,1,1
"79",6.35554319336966,5.13989659288043,1,1,1
"80",-0.84269343440505,5.3338457156729,1,1,1
"81",3.98413610400798,5.17058948762807,1,1,1
"82",4.22765560493019,6.6758079701452,1,1,1
"83",1.02281056527587,-0.56310977516613,1,1,0
"84",5.91510375496838,0.00569014795522626,1,1,0
"85",4.25180759306885,-1.04330647228738,1,1,0
"86",-1.32670240896097,1.47919914994228,0,0,0
"87",4.26147527828734,1.19260420122262,1,1,0
"88",4.72327499296978,5.88031385349267,1,1,1
"89",5.74577586062533,4.19655641298047,1,1,1
"90",5.82177118063879,6.2153527132521,1,1,1
"91",5.29611161887266,-0.716587358710264,1,1,0
"92",3.99235330136902,5.54206997307041,1,1,1
"93",0.849286586740442,1.06355511715262,0,0,0
"94",3.44403334600804,6.60998784416824,1,1,1
"95",-0.903020762892582,6.29794272293335,0,1,1
"96",0.283692956255354,0.0253284634653114,0,0,0
"97",4.89736039205597,4.98603437782163,1,1,1
"98",3.6995132227042,4.67008705454463,0,1,1
"99",1.84778689503726,5.65188034505065,1,1,1
"100",5.79112881716311,4.44924652076618,1,1,1
"101",4.783149628823,0.696246807213433,1,1,0
"102",5.25032774637201,-1.38176998316456,1,1,0
"103",-0.520286408399062,3.18109558701971,1,1,1
"104",0.304768126080119,3.61503821568555,1,1,1
"105",5.33818377874867,0.69688924370675,1,1,0
"106",0.461929285864201,4.5581002684424,1,1,1
"107",0.575098763651515,0.361804637890536,0,0,0
"108",4.44180910983593,-0.763522148199697,1,1,0
"109",0.819953533468625,-0.796381032200253,0,0,0
"110",4.97352509952829,4.18589068752788,1,1,1
"111",2.6984111718707,5.73481767737789,1,1,1
"112",-1.16791975835938,4.94594028844115,1,1,1
"113",-0.604139614307743,1.16729568223414,1,1,0
"114",4.1440454232862,4.98619007462909,1,1,1
"115",0.249080951449996,6.37514991648982,1,1,1
"116",-0.953128663598928,-0.848962439709183,0,0,0
"117",5.5074601648385,-0.13812113459954,1,1,0
"118",-1.13997046688039,4.11297344387014,1,1,1
"119",0.5293794833631,1.06732642180329,0,0,0
"120",0.340866031862642,-0.243565749869213,0,0,0
"121",2.18394565238932,-0.704830884904081,0,0,0
"122",4.94085863576253,4.45468412776863,1,1,1
"123",-0.312947512232206,-0.244080354424632,0,0,0
"124",4.6015605586614,1.72841299204141,1,1,0
"125",5.8573025655766,1.57643318912157,1,1,0
"126",5.90156776248368,-0.360588656811407,1,1,0
"127",4.79389436139426,4.53694723799335,1,1,1
"128",6.42933799572135,-1.37375432616797,1,1,0
"129",4.46328171803653,5.65930136348699,1,1,1
"130",5.91992673467165,3.65555984437909,1,1,1
"131",4.33471237053941,-0.748048528038763,1,1,0
"132",2.58655422525802,-1.14345293533146,0,0,0
"133",-0.134606578063426,5.09945206486712,1,1,1
"134",1.91829330867897,4.50540370734612,1,1,1
"135",3.91463554510792,-0.277265768945215,1,1,0
"136",0.470093554643173,0.106693748619231,0,0,0
"137",6.04590916678273,0.325820546723671,1,1,0
"138",6.01419580001434,0.261073312367243,1,1,0
"139",-0.0569030321697157,5.48406146898766,1,1,1
"140",-0.0988726387594675,0.531753849527169,0,0,0
"141",-0.336828714444436,5.16769554206621,1,1,1
"142",3.58376097292263,4.63529736494679,1,1,1
"143",5.29144762935062,5.22260177563153,1,1,1
"144",-0.450083128034976,4.76542626731123,1,1,1
"145",3.87009596496789,-0.764071710095888,1,1,0
"146",6.18250181088508,-0.157368160140868,1,1,0
"147",2.86657521841685,5.5884229139447,1,1,1
"148",-0.79099893541932,6.26162926847501,1,1,1
"149",0.54719051563989,4.97632727437816,1,1,1
"150",3.14981895620723,5.66399296966382,1,1,1
"151",1.10118618320153,0.0499983491233205,0,0,0
"152",0.337268440040647,4.35373645861211,1,1,1
"153",1.68148769582342,3.01734706764587,1,1,1
"154",0.896402372559162,0.0850680545076663,0,0,0
"155",0.664687324358243,-0.693443702739308,1,1,0
"156",4.57723665036108,6.47727248011251,1,1,1
"157",6.16468129416385,-0.351425487864177,0,1,0
"158",4.78529416766225,6.89401266716893,1,1,1
"159",0.588486731757926,1.49160747559612,0,0,0
"160",-0.341673731868225,4.92684107679486,1,1,1
"161",3.80854701110106,3.73778627544658,1,1,1
"162",6.92545980080867,-2.8735319149839,1,1,0
"163",5.01952887439853,5.13274178300796,0,1,1
"164",1.40884448059906,1.77078582984912,1,0,0
"165",-0.593967787111689,-0.456192748687239,0,0,0
"166",5.47716236975894,3.78958655918667,1,1,1
"167",3.94953079996793,4.62165240640228,1,1,1
"168",3.78051805600244,-1.91279880901204,1,1,0
"169",5.11589001788934,6.45220391619261,1,1,1
"170",-0.148224260255915,4.45861413676036,1,1,1
"171",1.39197304462491,0.495680274071045,1,0,0
"172",4.88471097686625,-0.750479240360636,0,0,0
"173",4.21760498336671,-1.30941304161502,1,1,0
"174",5.78859353779439,5.68193521138757,1,1,1
"175",-1.51551307989077,0.711134317506006,0,0,0
"176",1.35996236789649,5.49158658767269,1,1,1
"177",3.37209070594333,6.91398990646031,1,1,1
"178",1.03462801046304,6.151420676007,1,1,1
"179",4.34365570227093,0.569845807138196,1,1,0
"180",-1.19498587449438,5.64344203699774,1,1,1
"181",0.953027861765087,4.34869743441037,1,1,1
"182",2.53100455838795,-0.345126062097918,1,1,0
"183",-1.34035116774675,3.63780953217525,1,1,1
"184",0.783301174985268,3.05971711693448,1,1,1
"185",0.317522603771507,-0.888692916037811,0,0,0
"186",0.71433191673634,-1.42229198527024,0,0,0
"187",-1.64943309687418,5.943068663518,0,1,1
"188",0.564900737233269,3.84281870612961,1,1,1
"189",-0.140973654176002,5.22506057350023,1,1,1
"190",5.94597960446741,0.720223736624616,1,1,0
"191",0.594968207798199,0.480763184121991,0,0,0
"192",0.98138989745824,0.145514435775536,0,0,0
"193",1.73855435204094,3.21903041234621,1,1,1
"194",3.71478734671404,1.41705579729367,1,1,0
"195",-0.628130462261025,1.66316538372727,0,0,0
"196",1.65308329921697,0.26740129623505,1,0,0
"197",5.22658076827853,1.56240187661909,1,1,0
"198",5.80785327676581,-0.353220005574592,1,1,0
"199",0.180131583196876,0.359581877054324,1,0,0
"200",1.88771915301422,6.08242914972188,1,1,1
"201",5.14437374589838,0.617959651052746,0,1,0
"202",1.16470365992572,-0.583604112027746,1,0,0
"203",-0.0484787331536944,1.49354909140304,1,0,0
"204",5.53292186229293,0.29087023277649,1,1,0
"205",6.08894497680642,1.57819086429955,1,1,0
"206",4.46318163667228,-0.6446212543613,1,1,0
"207",-0.473660597264638,4.41396070731482,1,1,1
"208",1.50807201552252,0.0749416612584924,0,0,0
"209",-0.505297385190676,5.41922204182617,1,1,1
"210",-1.14169791111549,5.58666178788161,1,1,1
"211",0.265344174319567,5.34135352013069,1,1,1
"212",-0.68759077651403,5.32606490426792,1,1,1
"213",6.45040486702028,4.38074439561941,1,1,1
"214",-1.03393845035782,4.35723840146996,1,1,1
"215",5.19012479073902,5.3450865763266,1,1,1
"216",5.79229133298747,5.02149148720842,1,1,1
"217",-0.31855852455842,-1.36680623683927,0,0,0
"218",0.0756867000432509,-0.35738278203122,0,0,0
"219",-0.0713854125618175,0.967345727601551,0,0,0
"220",-0.935575896672044,6.63300410790701,1,1,1
"221",0.688259419670548,4.4811570879381,1,1,1
"222",0.608316631638405,-0.57292821214924,0,0,0
"223",5.59005857521266,1.15498955842519,1,1,0
"224",0.787799862913275,5.38628635296026,1,1,1
"225",-0.536132892478776,0.464417318190828,0,0,0
"226",-0.249283750296994,4.80052730445162,1,1,1
"227",5.13080424335531,1.73832139764474,1,1,0
"228",5.47197079578443,-0.0853275567579876,1,1,0
"229",5.98166971239642,-0.848414596494371,1,1,0
"230",5.47864923423795,5.82025589864167,1,1,1
"231",4.39873272899476,-0.184794393347627,1,1,0
"232",5.19745250685103,-0.455547750152344,1,1,0
"233",1.40922150372993,5.01553572541848,1,1,1
"234",3.39376095070584,3.74867550565387,1,1,1
"235",4.99500209876609,6.9641517290178,1,1,1
"236",0.190979165691734,5.42224079651384,1,1,1
"237",0.093462368196751,5.08547325343726,1,1,1
"238",4.42241249473647,4.76259138450047,1,1,1
"239",0.355018264432879,0.703640134056133,1,1,0
"240",4.95925949227037,-0.513163250971132,1,1,0
"241",4.76073771722336,4.72131218272655,1,1,1
"242",-0.0136559687096202,1.18959854107789,0,0,0
"243",0.392972199398202,-0.305972706656784,1,0,0
"244",2.04816196119503,-0.401012239743458,1,1,0
"245",4.36078232530847,-0.170852249681453,1,1,0
